[*] Looking for NRF container process...
    pid=146207
    exe=/proc/146207/exe
    cgroup_id=25914

[*] Attaching uprobes...
  [uprobe] nrf_nf_register               github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFRegisterProcedure
  [uprobe] nrf_nf_deregister             github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFDeregisterProcedure
  [uprobe] nrf_get_nf_inst               github.com/free5gc/nrf/internal/sbi/processor.(*Processor).GetNFInstanceProcedure
  [uprobe] nrf_get_nf_inst_list          github.com/free5gc/nrf/internal/sbi/processor.(*Processor).GetNFInstancesProcedure
  [uprobe] nrf_update_nf_inst            github.com/free5gc/nrf/internal/sbi/processor.(*Processor).UpdateNFInstanceProcedure
  [uprobe] nrf_create_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).CreateSubscriptionProcedure
  [uprobe] nrf_remove_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).RemoveSubscriptionProcedure
  [uprobe] nrf_update_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).UpdateSubscriptionProcedure
  [uprobe] nrf_access_token              github.com/free5gc/nrf/internal/sbi/processor.(*Processor).AccessTokenProcedure
  [uprobe] nrf_nf_discovery              github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFDiscoveryProcedure
[*] Attaching tracepoints...
  [tp]     syscalls/sys_enter_connect
  [tp]     syscalls/sys_exit_connect
  [tp]     syscalls/sys_enter_accept4
  [tp]     syscalls/sys_exit_accept4
  [tp]     syscalls/sys_enter_write
  [tp]     syscalls/sys_exit_read

[*] Tracing NRF (pid=146207). Ctrl+C to stop.

TIMESTAMP               NF    EVENT      DETAIL
──────────────────────  ────  ─────────  ────────────────────────────────
[03:57:53.332638] NRF   READ     514    bytes  pid=146207
[03:57:53.332803] NRF   READ     1237   bytes  pid=146207
[03:57:53.333104] NRF   WRITE    84     bytes  pid=146207
[03:57:53.333125] NRF   API      NFDiscovery               pid=146207 tid=146508
[03:57:53.333262] NRF   WRITE    237    bytes  pid=146207
[03:57:53.333741] NRF   READ     4      bytes  pid=146207
[03:57:53.333753] NRF   READ     1019   bytes  pid=146207
[03:57:53.334567] NRF   WRITE    167    bytes  pid=146207
[03:57:53.334633] NRF   WRITE    17     bytes  pid=146207
[03:57:53.334964] NRF   WRITE    8      bytes  pid=146207
[03:57:53.335173] NRF   WRITE    856    bytes  pid=146207
[03:57:53.335274] NRF   READ     8      bytes  pid=146207
[03:57:53.335767] NRF   READ     9      bytes  pid=146207
[03:57:53.335779] NRF   READ     12     bytes  pid=146207
[03:57:53.335868] NRF   READ     9      bytes  pid=146207
[03:57:53.335907] NRF   READ     132    bytes  pid=146207
[03:57:53.335968] NRF   WRITE    85     bytes  pid=146207
[03:57:53.336134] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.336288] NRF   WRITE    196    bytes  pid=146207
[03:57:53.336720] NRF   READ     4      bytes  pid=146207
[03:57:53.336756] NRF   READ     2418   bytes  pid=146207
[03:57:53.338137] NRF   READ     1302   bytes  pid=146207
[03:57:53.338241] NRF   WRITE    291    bytes  pid=146207
[03:57:53.338311] NRF   WRITE    158    bytes  pid=146207
[03:57:53.338686] NRF   READ     4      bytes  pid=146207
[03:57:53.338717] NRF   READ     1019   bytes  pid=146207
[03:57:53.341201] NRF   WRITE    112    bytes  pid=146207
[03:57:53.341255] NRF   WRITE    17     bytes  pid=146207
[03:57:53.341405] NRF   WRITE    8      bytes  pid=146207
[03:57:53.341422] NRF   WRITE    644    bytes  pid=146207
[03:57:53.341485] NRF   READ     8      bytes  pid=146207
[03:57:53.342727] NRF   WRITE    17     bytes  pid=146207
[03:57:53.342796] NRF   WRITE    8      bytes  pid=146207
[03:57:53.342814] NRF   READ     8      bytes  pid=146207
[03:57:53.344263] NRF   ACCEPT   ← 10.100.200.16:53732     pid=146207  fd=38
[03:57:53.344340] NRF   READ     70     bytes  pid=146207
[03:57:53.344431] NRF   WRITE    39     bytes  pid=146207
[03:57:53.344444] NRF   READ     9      bytes  pid=146207
[03:57:53.344447] NRF   READ     119    bytes  pid=146207
[03:57:53.344579] NRF   WRITE    85     bytes  pid=146207
[03:57:53.344714] NRF   WRITE    22     bytes  pid=146207
[03:57:53.344781] NRF   READ     9      bytes  pid=146207
[03:57:53.344807] NRF   READ     123    bytes  pid=146207
[03:57:53.344853] NRF   READ     9      bytes  pid=146207
[03:57:53.344906] NRF   API      AccessToken               pid=146207 tid=146508
[03:57:53.345167] NRF   WRITE    196    bytes  pid=146207
[03:57:53.345564] NRF   READ     4      bytes  pid=146207
[03:57:53.345573] NRF   READ     2418   bytes  pid=146207
[03:57:53.346825] NRF   READ     1302   bytes  pid=146207
[03:57:53.346933] NRF   WRITE    291    bytes  pid=146207
[03:57:53.349845] NRF   WRITE    112    bytes  pid=146207
[03:57:53.349932] NRF   WRITE    63     bytes  pid=146207
[03:57:53.350561] NRF   WRITE    8      bytes  pid=146207
[03:57:53.350583] NRF   READ     8      bytes  pid=146207
[03:57:53.350588] NRF   WRITE    626    bytes  pid=146207
[03:57:53.350890] NRF   READ     9      bytes  pid=146207
[03:57:53.350903] NRF   READ     658    bytes  pid=146207
[03:57:53.351351] NRF   READ     1237   bytes  pid=146207
[03:57:53.353130] NRF   WRITE    8      bytes  pid=146207
[03:57:53.353155] NRF   READ     8      bytes  pid=146207
[03:57:53.353426] NRF   WRITE    84     bytes  pid=146207
[03:57:53.353444] NRF   API      NFDiscovery               pid=146207 tid=146511
[03:57:53.353624] NRF   WRITE    698    bytes  pid=146207
[03:57:53.354225] NRF   READ     4      bytes  pid=146207
[03:57:53.354235] NRF   READ     2007   bytes  pid=146207
[03:57:53.355104] NRF   WRITE    368    bytes  pid=146207
[03:57:53.355154] NRF   WRITE    17     bytes  pid=146207
[03:57:53.355219] NRF   WRITE    8      bytes  pid=146207
[03:57:53.355397] NRF   WRITE    1734   bytes  pid=146207
[03:57:53.355538] NRF   READ     8      bytes  pid=146207
[03:57:53.355816] NRF   READ     9      bytes  pid=146207
[03:57:53.355824] NRF   READ     12     bytes  pid=146207
[03:57:53.355878] NRF   READ     9      bytes  pid=146207
[03:57:53.355907] NRF   READ     129    bytes  pid=146207
[03:57:53.355930] NRF   WRITE    85     bytes  pid=146207
[03:57:53.355966] NRF   API      AccessToken               pid=146207 tid=146509
[03:57:53.356312] NRF   WRITE    196    bytes  pid=146207
[03:57:53.356657] NRF   READ     4      bytes  pid=146207
[03:57:53.356665] NRF   READ     2418   bytes  pid=146207
[03:57:53.357674] NRF   READ     1302   bytes  pid=146207
[03:57:53.357757] NRF   WRITE    291    bytes  pid=146207
[03:57:53.357826] NRF   WRITE    157    bytes  pid=146207
[03:57:53.358162] NRF   READ     4      bytes  pid=146207
[03:57:53.358173] NRF   READ     2007   bytes  pid=146207
[03:57:53.360876] NRF   WRITE    112    bytes  pid=146207
[03:57:53.360924] NRF   WRITE    17     bytes  pid=146207
[03:57:53.360977] NRF   WRITE    8      bytes  pid=146207
[03:57:53.360997] NRF   WRITE    640    bytes  pid=146207
[03:57:53.361050] NRF   READ     8      bytes  pid=146207
[03:57:53.363082] NRF   WRITE    17     bytes  pid=146207
[03:57:53.364558] NRF   ACCEPT   ← 10.100.200.6:45792      pid=146207  fd=39
[03:57:53.364761] NRF   READ     70     bytes  pid=146207
[03:57:53.364857] NRF   WRITE    8      bytes  pid=146207
[03:57:53.364886] NRF   READ     9      bytes  pid=146207
[03:57:53.364889] NRF   READ     120    bytes  pid=146207
[03:57:53.364944] NRF   READ     9      bytes  pid=146207
[03:57:53.364951] NRF   READ     134    bytes  pid=146207
[03:57:53.364963] NRF   WRITE    39     bytes  pid=146207
[03:57:53.365149] NRF   WRITE    85     bytes  pid=146207
[03:57:53.365199] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.365330] NRF   WRITE    196    bytes  pid=146207
[03:57:53.365379] NRF   READ     8      bytes  pid=146207
[03:57:53.365407] NRF   READ     9      bytes  pid=146207
[03:57:53.365444] NRF   WRITE    22     bytes  pid=146207
[03:57:53.365718] NRF   READ     4      bytes  pid=146207
[03:57:53.365726] NRF   READ     2007   bytes  pid=146207
[03:57:53.366666] NRF   READ     1302   bytes  pid=146207
[03:57:53.366764] NRF   WRITE    291    bytes  pid=146207
[03:57:53.367189] NRF   WRITE    157    bytes  pid=146207
[03:57:53.367602] NRF   READ     4      bytes  pid=146207
[03:57:53.367626] NRF   READ     2464   bytes  pid=146207
[03:57:53.370376] NRF   WRITE    112    bytes  pid=146207
[03:57:53.370433] NRF   WRITE    63     bytes  pid=146207
[03:57:53.370546] NRF   WRITE    8      bytes  pid=146207
[03:57:53.370585] NRF   WRITE    651    bytes  pid=146207
[03:57:53.370613] NRF   READ     8      bytes  pid=146207
[03:57:53.371785] NRF   WRITE    17     bytes  pid=146207
[03:57:53.373086] NRF   ACCEPT   ← 10.100.200.11:57574     pid=146207  fd=40
[03:57:53.373185] NRF   WRITE    8      bytes  pid=146207
[03:57:53.373202] NRF   READ     8      bytes  pid=146207
[03:57:53.373209] NRF   READ     70     bytes  pid=146207
[03:57:53.373293] NRF   WRITE    8      bytes  pid=146207
[03:57:53.373328] NRF   WRITE    39     bytes  pid=146207
[03:57:53.373384] NRF   READ     8      bytes  pid=146207
[03:57:53.373420] NRF   WRITE    22     bytes  pid=146207
[03:57:53.373472] NRF   READ     9      bytes  pid=146207
[03:57:53.373482] NRF   READ     119    bytes  pid=146207
[03:57:53.373538] NRF   READ     9      bytes  pid=146207
[03:57:53.373569] NRF   READ     121    bytes  pid=146207
[03:57:53.373582] NRF   READ     9      bytes  pid=146207
[03:57:53.373636] NRF   WRITE    85     bytes  pid=146207
[03:57:53.373671] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.373896] NRF   WRITE    196    bytes  pid=146207
[03:57:53.374326] NRF   READ     4      bytes  pid=146207
[03:57:53.374342] NRF   READ     2464   bytes  pid=146207
[03:57:53.375694] NRF   READ     1302   bytes  pid=146207
[03:57:53.375798] NRF   WRITE    291    bytes  pid=146207
[03:57:53.375863] NRF   WRITE    157    bytes  pid=146207
[03:57:53.376177] NRF   READ     4      bytes  pid=146207
[03:57:53.376192] NRF   READ     730    bytes  pid=146207
[03:57:53.378421] NRF   WRITE    112    bytes  pid=146207
[03:57:53.378511] NRF   WRITE    62     bytes  pid=146207
[03:57:53.378617] NRF   WRITE    8      bytes  pid=146207
[03:57:53.378635] NRF   WRITE    621    bytes  pid=146207
[03:57:53.378653] NRF   READ     8      bytes  pid=146207
[03:57:53.379840] NRF   WRITE    17     bytes  pid=146207
[03:57:53.384423] NRF   ACCEPT   ← 10.100.200.6:45794      pid=146207  fd=41
[03:57:53.384526] NRF   READ     70     bytes  pid=146207
[03:57:53.384624] NRF   WRITE    39     bytes  pid=146207
[03:57:53.384683] NRF   WRITE    22     bytes  pid=146207
[03:57:53.384773] NRF   READ     9      bytes  pid=146207
[03:57:53.384785] NRF   READ     119    bytes  pid=146207
[03:57:53.384847] NRF   READ     9      bytes  pid=146207
[03:57:53.384855] NRF   READ     122    bytes  pid=146207
[03:57:53.384887] NRF   READ     9      bytes  pid=146207
[03:57:53.384905] NRF   WRITE    85     bytes  pid=146207
[03:57:53.384971] NRF   API      AccessToken               pid=146207 tid=146511
[03:57:53.385139] NRF   WRITE    196    bytes  pid=146207
[03:57:53.385542] NRF   READ     4      bytes  pid=146207
[03:57:53.385550] NRF   READ     2007   bytes  pid=146207
[03:57:53.386354] NRF   READ     1302   bytes  pid=146207
[03:57:53.386431] NRF   WRITE    291    bytes  pid=146207
[03:57:53.386499] NRF   WRITE    157    bytes  pid=146207
[03:57:53.386843] NRF   READ     4      bytes  pid=146207
[03:57:53.386894] NRF   READ     1951   bytes  pid=146207
[03:57:53.389726] NRF   WRITE    112    bytes  pid=146207
[03:57:53.389793] NRF   WRITE    63     bytes  pid=146207
[03:57:53.390017] NRF   WRITE    8      bytes  pid=146207
[03:57:53.390036] NRF   READ     8      bytes  pid=146207
[03:57:53.390060] NRF   WRITE    623    bytes  pid=146207
[03:57:53.391106] NRF   WRITE    17     bytes  pid=146207
[03:57:53.396154] NRF   ACCEPT   ← 10.100.200.6:45808      pid=146207  fd=42
[03:57:53.396242] NRF   READ     344    bytes  pid=146207
[03:57:53.396391] NRF   WRITE    39     bytes  pid=146207
[03:57:53.396489] NRF   WRITE    22     bytes  pid=146207
[03:57:53.396574] NRF   WRITE    85     bytes  pid=146207
[03:57:53.396781] NRF   READ     9      bytes  pid=146207
[03:57:53.396914] NRF   API      AccessToken               pid=146207 tid=146511
[03:57:53.397086] NRF   WRITE    196    bytes  pid=146207
[03:57:53.397502] NRF   READ     4      bytes  pid=146207
[03:57:53.397548] NRF   READ     2007   bytes  pid=146207
[03:57:53.399210] NRF   READ     1302   bytes  pid=146207
[03:57:53.399397] NRF   WRITE    291    bytes  pid=146207
[03:57:53.399531] NRF   WRITE    157    bytes  pid=146207
[03:57:53.400269] NRF   READ     4      bytes  pid=146207
[03:57:53.400282] NRF   READ     102    bytes  pid=146207
[03:57:53.400335] NRF   WRITE    99     bytes  pid=146207
[03:57:53.400351] NRF   WRITE    103    bytes  pid=146207
[03:57:53.400388] NRF   WRITE    112    bytes  pid=146207
[03:57:53.400432] NRF   WRITE    62     bytes  pid=146207
[03:57:53.400602] NRF   WRITE    8      bytes  pid=146207
[03:57:53.400624] NRF   WRITE    35     bytes  pid=146207
[03:57:53.400673] NRF   READ     8      bytes  pid=146207
[03:57:53.401046] NRF   READ     9      bytes  pid=146207
[03:57:53.401065] NRF   READ     15     bytes  pid=146207
[03:57:53.401115] NRF   READ     9      bytes  pid=146207
[03:57:53.401149] NRF   READ     122    bytes  pid=146207
[03:57:53.401173] NRF   WRITE    85     bytes  pid=146207
[03:57:53.401213] NRF   API      AccessToken               pid=146207 tid=146511
[03:57:53.401330] NRF   WRITE    196    bytes  pid=146207
[03:57:53.401749] NRF   READ     4      bytes  pid=146207
[03:57:53.401760] NRF   READ     2007   bytes  pid=146207
[03:57:53.402807] NRF   READ     1302   bytes  pid=146207
[03:57:53.402908] NRF   WRITE    291    bytes  pid=146207
[03:57:53.402967] NRF   WRITE    157    bytes  pid=146207
[03:57:53.403448] NRF   READ     4      bytes  pid=146207
[03:57:53.403458] NRF   READ     1951   bytes  pid=146207
[03:57:53.406157] NRF   WRITE    112    bytes  pid=146207
[03:57:53.406271] NRF   WRITE    17     bytes  pid=146207
[03:57:53.406394] NRF   WRITE    8      bytes  pid=146207
[03:57:53.406419] NRF   READ     8      bytes  pid=146207
[03:57:53.406545] NRF   WRITE    623    bytes  pid=146207
[03:57:53.406969] NRF   READ     9      bytes  pid=146207
[03:57:53.406977] NRF   READ     12     bytes  pid=146207
[03:57:53.407072] NRF   READ     9      bytes  pid=146207
[03:57:53.407109] NRF   READ     123    bytes  pid=146207
[03:57:53.407126] NRF   WRITE    85     bytes  pid=146207
[03:57:53.407183] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.407378] NRF   WRITE    196    bytes  pid=146207
[03:57:53.407717] NRF   READ     4      bytes  pid=146207
[03:57:53.407725] NRF   READ     2007   bytes  pid=146207
[03:57:53.408496] NRF   READ     1302   bytes  pid=146207
[03:57:53.408571] NRF   WRITE    291    bytes  pid=146207
[03:57:53.410634] NRF   WRITE    112    bytes  pid=146207
[03:57:53.410685] NRF   WRITE    17     bytes  pid=146207
[03:57:53.410801] NRF   WRITE    8      bytes  pid=146207
[03:57:53.410817] NRF   WRITE    626    bytes  pid=146207
[03:57:53.410866] NRF   READ     8      bytes  pid=146207
[03:57:53.411269] NRF   READ     9      bytes  pid=146207
[03:57:53.411279] NRF   READ     514    bytes  pid=146207
[03:57:53.411394] NRF   READ     1237   bytes  pid=146207
[03:57:53.411642] NRF   WRITE    84     bytes  pid=146207
[03:57:53.411705] NRF   API      NFDiscovery               pid=146207 tid=146511
[03:57:53.412334] NRF   WRITE    236    bytes  pid=146207
[03:57:53.412869] NRF   READ     4      bytes  pid=146207
[03:57:53.412881] NRF   READ     1951   bytes  pid=146207
[03:57:53.413823] NRF   WRITE    166    bytes  pid=146207
[03:57:53.413958] NRF   WRITE    17     bytes  pid=146207
[03:57:53.414341] NRF   WRITE    8      bytes  pid=146207
[03:57:53.414365] NRF   WRITE    1688   bytes  pid=146207
[03:57:53.415575] NRF   READ     8      bytes  pid=146207
[03:57:53.415644] NRF   READ     9      bytes  pid=146207
[03:57:53.415651] NRF   READ     9      bytes  pid=146207
[03:57:53.415674] NRF   READ     9      bytes  pid=146207
[03:57:53.415704] NRF   READ     122    bytes  pid=146207
[03:57:53.415738] NRF   WRITE    17     bytes  pid=146207
[03:57:53.417383] NRF   ACCEPT   ← 10.100.200.6:45818      pid=146207  fd=43
[03:57:53.417459] NRF   READ     329    bytes  pid=146207
[03:57:53.417494] NRF   READ     9      bytes  pid=146207
[03:57:53.417605] NRF   WRITE    39     bytes  pid=146207
[03:57:53.417719] NRF   WRITE    85     bytes  pid=146207
[03:57:53.417800] NRF   READ     9      bytes  pid=146207
[03:57:53.417862] NRF   WRITE    22     bytes  pid=146207
[03:57:53.418155] NRF   READ     4      bytes  pid=146207
[03:57:53.419146] NRF   API      AccessToken               pid=146207 tid=146511
[03:57:53.424466] NRF   WRITE    196    bytes  pid=146207
[03:57:53.424858] NRF   READ     4      bytes  pid=146207
[03:57:53.424876] NRF   READ     2007   bytes  pid=146207
[03:57:53.425752] NRF   WRITE    8      bytes  pid=146207
[03:57:53.426290] NRF   READ     1302   bytes  pid=146207
[03:57:53.426430] NRF   WRITE    291    bytes  pid=146207
[03:57:53.426461] NRF   READ     8      bytes  pid=146207
[03:57:53.426806] NRF   WRITE    157    bytes  pid=146207
[03:57:53.427524] NRF   READ     4      bytes  pid=146207
[03:57:53.427542] NRF   READ     1951   bytes  pid=146207
[03:57:53.436360] NRF   WRITE    112    bytes  pid=146207
[03:57:53.436802] NRF   WRITE    63     bytes  pid=146207
[03:57:53.436930] NRF   WRITE    8      bytes  pid=146207
[03:57:53.436965] NRF   WRITE    623    bytes  pid=146207
[03:57:53.436985] NRF   READ     8      bytes  pid=146207
[03:57:53.438144] NRF   WRITE    17     bytes  pid=146207
[03:57:53.438900] NRF   WRITE    8      bytes  pid=146207
[03:57:53.438922] NRF   READ     8      bytes  pid=146207
[03:57:53.440414] NRF   ACCEPT   ← 10.100.200.9:38768      pid=146207  fd=42
[03:57:53.440797] NRF   READ     328    bytes  pid=146207
[03:57:53.440952] NRF   WRITE    39     bytes  pid=146207
[03:57:53.441086] NRF   WRITE    22     bytes  pid=146207
[03:57:53.441165] NRF   READ     9      bytes  pid=146207
[03:57:53.441223] NRF   WRITE    85     bytes  pid=146207
[03:57:53.441636] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.441779] NRF   WRITE    196    bytes  pid=146207
[03:57:53.442205] NRF   READ     4      bytes  pid=146207
[03:57:53.442217] NRF   READ     1951   bytes  pid=146207
[03:57:53.443464] NRF   READ     1302   bytes  pid=146207
[03:57:53.443584] NRF   WRITE    291    bytes  pid=146207
[03:57:53.444083] NRF   WRITE    157    bytes  pid=146207
[03:57:53.444482] NRF   READ     4      bytes  pid=146207
[03:57:53.444496] NRF   READ     730    bytes  pid=146207
[03:57:53.448199] NRF   WRITE    112    bytes  pid=146207
[03:57:53.448595] NRF   WRITE    62     bytes  pid=146207
[03:57:53.448830] NRF   WRITE    8      bytes  pid=146207
[03:57:53.448856] NRF   WRITE    621    bytes  pid=146207
[03:57:53.448859] NRF   READ     8      bytes  pid=146207
[03:57:53.449969] NRF   WRITE    17     bytes  pid=146207
[03:57:53.453101] NRF   ACCEPT   ← 10.100.200.6:45834      pid=146207  fd=44
[03:57:53.453410] NRF   READ     330    bytes  pid=146207
[03:57:53.453524] NRF   WRITE    39     bytes  pid=146207
[03:57:53.453624] NRF   READ     9      bytes  pid=146207
[03:57:53.453628] NRF   WRITE    22     bytes  pid=146207
[03:57:53.453710] NRF   WRITE    85     bytes  pid=146207
[03:57:53.453752] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.453876] NRF   WRITE    196    bytes  pid=146207
[03:57:53.454410] NRF   READ     4      bytes  pid=146207
[03:57:53.454420] NRF   READ     2007   bytes  pid=146207
[03:57:53.455470] NRF   READ     1302   bytes  pid=146207
[03:57:53.455582] NRF   WRITE    291    bytes  pid=146207
[03:57:53.458672] NRF   WRITE    112    bytes  pid=146207
[03:57:53.458730] NRF   WRITE    63     bytes  pid=146207
[03:57:53.458796] NRF   WRITE    8      bytes  pid=146207
[03:57:53.458832] NRF   WRITE    626    bytes  pid=146207
[03:57:53.458925] NRF   READ     8      bytes  pid=146207
[03:57:53.459329] NRF   READ     9      bytes  pid=146207
[03:57:53.459340] NRF   READ     558    bytes  pid=146207
[03:57:53.459461] NRF   READ     1237   bytes  pid=146207
[03:57:53.459728] NRF   WRITE    84     bytes  pid=146207
[03:57:53.459742] NRF   API      NFDiscovery               pid=146207 tid=146511
[03:57:53.459879] NRF   WRITE    299    bytes  pid=146207
[03:57:53.460327] NRF   READ     4      bytes  pid=146207
[03:57:53.460338] NRF   READ     2418   bytes  pid=146207
[03:57:53.461381] NRF   WRITE    225    bytes  pid=146207
[03:57:53.461491] NRF   WRITE    17     bytes  pid=146207
[03:57:53.461549] NRF   WRITE    8      bytes  pid=146207
[03:57:53.461846] NRF   READ     8      bytes  pid=146207
[03:57:53.461904] NRF   WRITE    2089   bytes  pid=146207
[03:57:53.463242] NRF   WRITE    17     bytes  pid=146207
[03:57:53.464694] NRF   ACCEPT   ← 10.100.200.6:45846      pid=146207  fd=45
[03:57:53.464810] NRF   WRITE    8      bytes  pid=146207
[03:57:53.464827] NRF   READ     8      bytes  pid=146207
[03:57:53.465301] NRF   READ     330    bytes  pid=146207
[03:57:53.465391] NRF   WRITE    8      bytes  pid=146207
[03:57:53.465482] NRF   WRITE    39     bytes  pid=146207
[03:57:53.465549] NRF   READ     8      bytes  pid=146207
[03:57:53.465590] NRF   WRITE    22     bytes  pid=146207
[03:57:53.465685] NRF   WRITE    85     bytes  pid=146207
[03:57:53.465721] NRF   READ     9      bytes  pid=146207
[03:57:53.465755] NRF   API      AccessToken               pid=146207 tid=146509
[03:57:53.465859] NRF   WRITE    196    bytes  pid=146207
[03:57:53.466477] NRF   READ     4      bytes  pid=146207
[03:57:53.466505] NRF   READ     2007   bytes  pid=146207
[03:57:53.467448] NRF   READ     1302   bytes  pid=146207
[03:57:53.467581] NRF   WRITE    291    bytes  pid=146207
[03:57:53.469601] NRF   WRITE    112    bytes  pid=146207
[03:57:53.469668] NRF   WRITE    63     bytes  pid=146207
[03:57:53.469786] NRF   WRITE    8      bytes  pid=146207
[03:57:53.469819] NRF   READ     8      bytes  pid=146207
[03:57:53.469858] NRF   WRITE    626    bytes  pid=146207
[03:57:53.470354] NRF   READ     9      bytes  pid=146207
[03:57:53.470368] NRF   READ     517    bytes  pid=146207
[03:57:53.470480] NRF   READ     1237   bytes  pid=146207
[03:57:53.470700] NRF   WRITE    84     bytes  pid=146207
[03:57:53.470713] NRF   API      NFDiscovery               pid=146207 tid=146207
[03:57:53.470860] NRF   WRITE    236    bytes  pid=146207
[03:57:53.471322] NRF   READ     4      bytes  pid=146207
[03:57:53.471333] NRF   READ     102    bytes  pid=146207
[03:57:53.471405] NRF   WRITE    166    bytes  pid=146207
[03:57:53.471507] NRF   WRITE    16     bytes  pid=146207
[03:57:53.471579] NRF   WRITE    8      bytes  pid=146207
[03:57:53.471591] NRF   WRITE    50     bytes  pid=146207
[03:57:53.471650] NRF   READ     8      bytes  pid=146207
[03:57:53.472191] NRF   READ     9      bytes  pid=146207
[03:57:53.472203] NRF   READ     9      bytes  pid=146207
[03:57:53.472258] NRF   READ     9      bytes  pid=146207
[03:57:53.472298] NRF   READ     123    bytes  pid=146207
[03:57:53.472313] NRF   WRITE    85     bytes  pid=146207
[03:57:53.472378] NRF   API      AccessToken               pid=146207 tid=146509
[03:57:53.472530] NRF   WRITE    196    bytes  pid=146207
[03:57:53.472891] NRF   READ     4      bytes  pid=146207
[03:57:53.472903] NRF   READ     2007   bytes  pid=146207
[03:57:53.473752] NRF   READ     1302   bytes  pid=146207
[03:57:53.473836] NRF   WRITE    291    bytes  pid=146207
[03:57:53.475869] NRF   WRITE    112    bytes  pid=146207
[03:57:53.475923] NRF   WRITE    13     bytes  pid=146207
[03:57:53.476103] NRF   WRITE    8      bytes  pid=146207
[03:57:53.476121] NRF   WRITE    626    bytes  pid=146207
[03:57:53.476263] NRF   READ     8      bytes  pid=146207
[03:57:53.476443] NRF   READ     9      bytes  pid=146207
[03:57:53.476451] NRF   READ     77     bytes  pid=146207
[03:57:53.476555] NRF   READ     1237   bytes  pid=146207
[03:57:53.476760] NRF   WRITE    84     bytes  pid=146207
[03:57:53.476776] NRF   API      NFDiscovery               pid=146207 tid=146510
[03:57:53.476883] NRF   WRITE    264    bytes  pid=146207
[03:57:53.477305] NRF   READ     4      bytes  pid=146207
[03:57:53.477313] NRF   READ     2464   bytes  pid=146207
[03:57:53.478240] NRF   WRITE    191    bytes  pid=146207
[03:57:53.478515] NRF   WRITE    17     bytes  pid=146207
[03:57:53.478653] NRF   WRITE    8      bytes  pid=146207
[03:57:53.478670] NRF   WRITE    2152   bytes  pid=146207
[03:57:53.478744] NRF   READ     8      bytes  pid=146207
[03:57:53.479230] NRF   READ     9      bytes  pid=146207
[03:57:53.479247] NRF   READ     13     bytes  pid=146207
[03:57:53.479309] NRF   READ     9      bytes  pid=146207
[03:57:53.479350] NRF   READ     134    bytes  pid=146207
[03:57:53.479418] NRF   WRITE    85     bytes  pid=146207
[03:57:53.479566] NRF   API      AccessToken               pid=146207 tid=146511
[03:57:53.479912] NRF   WRITE    196    bytes  pid=146207
[03:57:53.480409] NRF   READ     4      bytes  pid=146207
[03:57:53.480421] NRF   READ     2007   bytes  pid=146207
[03:57:53.481602] NRF   READ     1302   bytes  pid=146207
[03:57:53.481700] NRF   WRITE    291    bytes  pid=146207
[03:57:53.482036] NRF   WRITE    157    bytes  pid=146207
[03:57:53.482457] NRF   READ     4      bytes  pid=146207
[03:57:53.482475] NRF   READ     2464   bytes  pid=146207
[03:57:53.485809] NRF   WRITE    112    bytes  pid=146207
[03:57:53.485883] NRF   WRITE    17     bytes  pid=146207
[03:57:53.485943] NRF   WRITE    8      bytes  pid=146207
[03:57:53.485962] NRF   WRITE    651    bytes  pid=146207
[03:57:53.485984] NRF   READ     8      bytes  pid=146207
[03:57:53.486071] NRF   WRITE    8      bytes  pid=146207
[03:57:53.486086] NRF   READ     8      bytes  pid=146207
[03:57:53.486167] NRF   WRITE    8      bytes  pid=146207
[03:57:53.486340] NRF   READ     8      bytes  pid=146207
[03:57:53.487458] NRF   WRITE    17     bytes  pid=146207
[03:57:53.491125] NRF   ACCEPT   ← 10.100.200.11:57588     pid=146207  fd=46
[03:57:53.491250] NRF   READ     70     bytes  pid=146207
[03:57:53.491360] NRF   WRITE    8      bytes  pid=146207
[03:57:53.491373] NRF   READ     8      bytes  pid=146207
[03:57:53.491410] NRF   WRITE    39     bytes  pid=146207
[03:57:53.491411] NRF   READ     9      bytes  pid=146207
[03:57:53.491414] NRF   READ     119    bytes  pid=146207
[03:57:53.491508] NRF   WRITE    85     bytes  pid=146207
[03:57:53.491604] NRF   READ     9      bytes  pid=146207
[03:57:53.491612] NRF   WRITE    22     bytes  pid=146207
[03:57:53.491630] NRF   READ     121    bytes  pid=146207
[03:57:53.491758] NRF   READ     9      bytes  pid=146207
[03:57:53.491818] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.491981] NRF   WRITE    196    bytes  pid=146207
[03:57:53.492341] NRF   READ     4      bytes  pid=146207
